id_avaliacao;data_avaliacao;mes_referencia;id_cliente;nota_nps;canal;dispositivo;categoria_compra;valor_pedido;uf;primeiro_pedido;arquivo_origem
202604-00776;2026-04-08;2026-04;C25423;8;app;iOS;Beleza;77.88;RS;Sim;nps_ecommerce_2026-04.csv
202604-00027;2026-04-09;2026-04;C28238;10;app;iOS;Mercado;179.55;PE;Nao;nps_ecommerce_2026-04.csv
202604-00040;2026-04-09;2026-04;C23357;7;site;Android;Beleza;136.91;PR;Nao;nps_ecommerce_2026-04.csv
202604-00053;2026-04-09;2026-04;C37528;10;site;Android;Casa E Decoração;108.75;PE;Nao;nps_ecommerce_2026-04.csv
202604-00057;2026-04-09;2026-04;C27808;4;marketplace;Android;Livros;39.27;DF;Sim;nps_ecommerce_2026-04.csv
202604-00083;2026-04-09;2026-04;C38015;6;site;Android;Esporte;30.68;RS;Nao;nps_ecommerce_2026-04.csv
202604-00107;2026-04-09;2026-04;C23037;8;app;Android;Eletrônicos;122.77;DF;Nao;nps_ecommerce_2026-04.csv
202604-00116;2026-04-09;2026-04;C28420;6;site;iOS;Eletrônicos;728.32;RS;Sim;nps_ecommerce_2026-04.csv
202604-00129;2026-04-09;2026-04;C27974;10;app;Desktop;Livros;188.97;DF;Sim;nps_ecommerce_2026-04.csv
202604-00136;2026-04-09;2026-04;C12595;8;site;iOS;Mercado;35.24;PR;Nao;nps_ecommerce_2026-04.csv
202604-00152;2026-04-09;2026-04;C39447;4;app;Android;Esporte;225.62;MG;Nao;nps_ecommerce_2026-04.csv
202604-00208;2026-04-09;2026-04;C23534;10;site;Android;Moda;96.97;SP;Sim;nps_ecommerce_2026-04.csv
202604-00217;2026-04-09;2026-04;C20619;9;marketplace;Desktop;Mercado;47.36;RJ;Sim;nps_ecommerce_2026-04.csv
202604-00260;2026-04-09;2026-04;C39912;8;app;iOS;Livros;74.84;SP;Nao;nps_ecommerce_2026-04.csv
202604-00298;2026-04-09;2026-04;C31441;10;app;Android;Livros;75.99;RJ;Sim;nps_ecommerce_2026-04.csv
202604-00304;2026-04-09;2026-04;C19652;9;marketplace;Desktop;Livros;267.39;MG;Nao;nps_ecommerce_2026-04.csv
202604-00306;2026-04-09;2026-04;C35464;6;app;Android;Eletrônicos;104.54;RJ;Nao;nps_ecommerce_2026-04.csv
202604-00388;2026-04-09;2026-04;C21834;10;app;Desktop;Casa E Decoração;838.62;SP;Sim;nps_ecommerce_2026-04.csv
202604-00413;2026-04-09;2026-04;C35061;6;site;Android;Casa E Decoração;51.7;CE;Nao;nps_ecommerce_2026-04.csv
202604-00423;2026-04-09;2026-04;C26210;5;site;Android;Livros;383.7;PE;Nao;nps_ecommerce_2026-04.csv
202604-00455;2026-04-09;2026-04;C19859;8;app;Desktop;Moda;168.42;PE;Nao;nps_ecommerce_2026-04.csv
202604-00463;2026-04-09;2026-04;C15684;4;app;Desktop;Mercado;355.46;MG;Nao;nps_ecommerce_2026-04.csv
202604-00523;2026-04-09;2026-04;C39370;10;site;Android;Esporte;1071.64;DF;Sim;nps_ecommerce_2026-04.csv
202604-00576;2026-04-09;2026-04;C18058;9;site;iOS;Moda;356.58;CE;Nao;nps_ecommerce_2026-04.csv
202604-00586;2026-04-09;2026-04;C28674;9;site;Desktop;Livros;59.52;MG;Nao;nps_ecommerce_2026-04.csv
202604-00589;2026-04-09;2026-04;C13988;7;site;Android;Casa E Decoração;216.64;PE;Sim;nps_ecommerce_2026-04.csv
202604-00624;2026-04-09;2026-04;C28040;10;site;Android;Casa E Decoração;290.4;BA;Nao;nps_ecommerce_2026-04.csv
202604-00629;2026-04-09;2026-04;C19919;9;app;Android;Mercado;25.7;BA;Nao;nps_ecommerce_2026-04.csv
202604-00653;2026-04-09;2026-04;C16795;7;app;Android;Eletrônicos;91.32;MG;Nao;nps_ecommerce_2026-04.csv
202604-00699;2026-04-09;2026-04;C39565;5;site;Android;Esporte;226.6;PR;Sim;nps_ecommerce_2026-04.csv
202604-00737;2026-04-09;2026-04;C30720;8;marketplace;Android;Eletrônicos;65.64;PE;Sim;nps_ecommerce_2026-04.csv
202604-00750;2026-04-09;2026-04;C22510;6;app;iOS;Beleza;187.9;RS;Sim;nps_ecommerce_2026-04.csv
202604-00759;2026-04-09;2026-04;C10311;8;app;Android;Livros;102.61;MG;Sim;nps_ecommerce_2026-04.csv
202604-00018;2026-04-10;2026-04;C38753;8;site;Desktop;Esporte;113.38;DF;Sim;nps_ecommerce_2026-04.csv
202604-00049;2026-04-10;2026-04;C32009;7;site;iOS;Livros;159.85;RJ;Nao;nps_ecommerce_2026-04.csv
202604-00090;2026-04-10;2026-04;C33317;9;site;iOS;Mercado;203.25;DF;Sim;nps_ecommerce_2026-04.csv
202604-00127;2026-04-10;2026-04;C17515;7;app;iOS;Livros;32.9;PE;Sim;nps_ecommerce_2026-04.csv
202604-00189;2026-04-10;2026-04;C24747;6;app;iOS;Livros;163.45;RJ;Sim;nps_ecommerce_2026-04.csv
202604-00193;2026-04-10;2026-04;C38423;5;marketplace;Android;Beleza;163.99;SP;Sim;nps_ecommerce_2026-04.csv
202604-00213;2026-04-10;2026-04;C35351;6;app;Android;Beleza;279.05;PE;Nao;nps_ecommerce_2026-04.csv
202604-00237;2026-04-10;2026-04;C19839;8;app;iOS;Eletrônicos;98.28;RJ;Sim;nps_ecommerce_2026-04.csv
202604-00262;2026-04-10;2026-04;C35163;5;app;Android;Esporte;206.86;MG;Sim;nps_ecommerce_2026-04.csv
202604-00271;2026-04-10;2026-04;C28686;10;app;Android;Beleza;116.46;BA;Nao;nps_ecommerce_2026-04.csv
202604-00294;2026-04-10;2026-04;C25606;10;app;Android;Esporte;66.27;CE;Sim;nps_ecommerce_2026-04.csv
202604-00329;2026-04-10;2026-04;C23638;6;site;Android;Beleza;78.68;SP;Sim;nps_ecommerce_2026-04.csv
202604-00359;2026-04-10;2026-04;C24810;10;site;Android;Livros;235.87;DF;Sim;nps_ecommerce_2026-04.csv
202604-00373;2026-04-10;2026-04;C10812;4;site;Desktop;Beleza;141.08;RJ;Nao;nps_ecommerce_2026-04.csv
202604-00382;2026-04-10;2026-04;C28149;10;app;Desktop;Casa E Decoração;48.61;PE;Nao;nps_ecommerce_2026-04.csv
202604-00418;2026-04-10;2026-04;C31695;10;site;Android;Esporte;115.23;PR;Nao;nps_ecommerce_2026-04.csv
202604-00469;2026-04-10;2026-04;C34459;8;marketplace;iOS;Mercado;123.15;RS;Sim;nps_ecommerce_2026-04.csv
202604-00497;2026-04-10;2026-04;C14869;5;app;Android;Casa E Decoração;120.49;CE;Sim;nps_ecommerce_2026-04.csv
202604-00534;2026-04-10;2026-04;C23739;5;marketplace;Android;Esporte;92.67;DF;Nao;nps_ecommerce_2026-04.csv
202604-00645;2026-04-10;2026-04;C29250;10;app;Android;Beleza;524.22;SP;Nao;nps_ecommerce_2026-04.csv
202604-00712;2026-04-10;2026-04;C37274;8;app;Android;Mercado;202.82;RJ;Nao;nps_ecommerce_2026-04.csv
202604-00763;2026-04-10;2026-04;C23320;7;app;Desktop;Livros;94.98;RJ;Sim;nps_ecommerce_2026-04.csv
202604-00771;2026-04-10;2026-04;C18675;9;app;Android;Esporte;800.41;CE;Nao;nps_ecommerce_2026-04.csv
202604-00005;2026-04-11;2026-04;C28355;6;site;Android;Livros;288.66;CE;Nao;nps_ecommerce_2026-04.csv
202604-00036;2026-04-11;2026-04;C26839;10;app;iOS;Mercado;285.18;PR;Sim;nps_ecommerce_2026-04.csv
202604-00110;2026-04-11;2026-04;C21848;7;app;iOS;Esporte;89.46;RJ;Nao;nps_ecommerce_2026-04.csv
202604-00145;2026-04-11;2026-04;C15197;10;app;iOS;Esporte;286.82;RS;Sim;nps_ecommerce_2026-04.csv
202604-00147;2026-04-11;2026-04;C10493;7;app;iOS;Eletrônicos;68.11;PE;Nao;nps_ecommerce_2026-04.csv
202604-00257;2026-04-11;2026-04;C36785;6;site;Android;Mercado;139.24;RS;Sim;nps_ecommerce_2026-04.csv
202604-00263;2026-04-11;2026-04;C28223;9;app;Android;Esporte;43.8;RJ;Nao;nps_ecommerce_2026-04.csv
202604-00357;2026-04-11;2026-04;C21557;9;site;Android;Beleza;139.26;PR;Nao;nps_ecommerce_2026-04.csv
202604-00372;2026-04-11;2026-04;C32581;6;site;Android;Eletrônicos;97.95;CE;Sim;nps_ecommerce_2026-04.csv
202604-00412;2026-04-11;2026-04;C16562;6;app;Desktop;Eletrônicos;24.35;PR;Sim;nps_ecommerce_2026-04.csv
202604-00424;2026-04-11;2026-04;C12012;6;site;Nao informado;Eletrônicos;189.97;RS;Sim;nps_ecommerce_2026-04.csv
202604-00440;2026-04-11;2026-04;C38186;5;site;iOS;Moda;43.5;PE;Nao;nps_ecommerce_2026-04.csv
202604-00445;2026-04-11;2026-04;C29713;8;app;iOS;Beleza;38.47;RJ;Nao;nps_ecommerce_2026-04.csv
202604-00448;2026-04-11;2026-04;C37273;5;site;Android;Livros;78.93;BA;Sim;nps_ecommerce_2026-04.csv
202604-00488;2026-04-11;2026-04;C11436;5;site;Desktop;Casa E Decoração;202.66;SP;Sim;nps_ecommerce_2026-04.csv
202604-00527;2026-04-11;2026-04;C36842;9;app;Desktop;Beleza;172.16;BA;Nao;nps_ecommerce_2026-04.csv
202604-00617;2026-04-11;2026-04;C29646;7;site;Android;Eletrônicos;333.8;BA;Sim;nps_ecommerce_2026-04.csv
202604-00634;2026-04-11;2026-04;C37715;9;app;Android;Livros;185.82;RJ;Nao;nps_ecommerce_2026-04.csv
202604-00704;2026-04-11;2026-04;C36766;10;app;Android;Beleza;51.28;BA;Nao;nps_ecommerce_2026-04.csv
202604-00719;2026-04-11;2026-04;C34267;10;app;iOS;Eletrônicos;48.49;RJ;Nao;nps_ecommerce_2026-04.csv
202604-00721;2026-04-11;2026-04;C35273;8;site;Android;Mercado;260.78;PE;Sim;nps_ecommerce_2026-04.csv
202604-00753;2026-04-11;2026-04;C35814;9;app;iOS;Esporte;215.78;MG;Sim;nps_ecommerce_2026-04.csv
202604-00770;2026-04-11;2026-04;C39951;8;app;Desktop;Mercado;150.02;RJ;Sim;nps_ecommerce_2026-04.csv
202604-00042;2026-04-12;2026-04;C26476;8;site;Android;Casa E Decoração;279.63;RJ;Sim;nps_ecommerce_2026-04.csv
202604-00061;2026-04-12;2026-04;C11324;9;site;Android;Eletrônicos;86.35;CE;Nao;nps_ecommerce_2026-04.csv
202604-00079;2026-04-12;2026-04;C29301;8;site;Desktop;Mercado;146.64;PE;Sim;nps_ecommerce_2026-04.csv
202604-00112;2026-04-12;2026-04;C37994;10;site;Android;Esporte;91.86;BA;Sim;nps_ecommerce_2026-04.csv
202604-00141;2026-04-12;2026-04;C25194;8;app;iOS;Eletrônicos;420.14;CE;Sim;nps_ecommerce_2026-04.csv
202604-00155;2026-04-12;2026-04;C24879;4;site;Nao informado;Livros;83.9;DF;Nao;nps_ecommerce_2026-04.csv
202604-00166;2026-04-12;2026-04;C32101;5;site;Android;Eletrônicos;15.72;SP;Sim;nps_ecommerce_2026-04.csv
202604-00173;2026-04-12;2026-04;C15115;7;app;Android;Esporte;62.34;CE;Sim;nps_ecommerce_2026-04.csv
202604-00177;2026-04-12;2026-04;C38829;9;marketplace;Android;Mercado;115.07;BA;Sim;nps_ecommerce_2026-04.csv
202604-00185;2026-04-12;2026-04;C21413;8;site;iOS;Livros;220.73;PE;Sim;nps_ecommerce_2026-04.csv
202604-00186;2026-04-12;2026-04;C30192;9;site;Desktop;Esporte;67.19;MG;Sim;nps_ecommerce_2026-04.csv
202604-00196;2026-04-12;2026-04;C32423;9;site;Android;Moda;152.64;SP;Nao;nps_ecommerce_2026-04.csv
202604-00233;2026-04-12;2026-04;C14250;6;site;Android;Livros;259.87;SP;Nao;nps_ecommerce_2026-04.csv
202604-00314;2026-04-12;2026-04;C27518;7;app;iOS;Mercado;163.5;RJ;Nao;nps_ecommerce_2026-04.csv
202604-00358;2026-04-12;2026-04;C24824;8;app;Android;Eletrônicos;92.58;BA;Nao;nps_ecommerce_2026-04.csv
202604-00377;2026-04-12;2026-04;C22652;7;app;iOS;Casa E Decoração;62.93;PE;Nao;nps_ecommerce_2026-04.csv
202604-00426;2026-04-12;2026-04;C21710;7;app;iOS;Moda;108.42;PE;Sim;nps_ecommerce_2026-04.csv
202604-00431;2026-04-12;2026-04;C24286;10;app;Android;Mercado;210.44;RS;Sim;nps_ecommerce_2026-04.csv
202604-00464;2026-04-12;2026-04;C15960;6;app;Android;Mercado;100.82;PE;Sim;nps_ecommerce_2026-04.csv
202604-00505;2026-04-12;2026-04;C32631;7;app;Android;Beleza;114.77;SP;Nao;nps_ecommerce_2026-04.csv
202604-00535;2026-04-12;2026-04;C10258;9;site;Desktop;Esporte;220.16;BA;Sim;nps_ecommerce_2026-04.csv
202604-00541;2026-04-12;2026-04;C14057;10;app;Android;Eletrônicos;163.15;DF;Nao;nps_ecommerce_2026-04.csv
202604-00551;2026-04-12;2026-04;C19937;6;app;iOS;Moda;47.14;RS;Sim;nps_ecommerce_2026-04.csv
202604-00553;2026-04-12;2026-04;C12213;7;app;Android;Esporte;355.53;DF;Nao;nps_ecommerce_2026-04.csv
202604-00573;2026-04-12;2026-04;C37605;10;site;Android;Esporte;310.54;PE;Nao;nps_ecommerce_2026-04.csv
202604-00626;2026-04-12;2026-04;C36362;9;app;iOS;Eletrônicos;178.23;PE;Sim;nps_ecommerce_2026-04.csv
202604-00778;2026-04-12;2026-04;C38953;10;site;iOS;Moda;214.84;SP;Nao;nps_ecommerce_2026-04.csv
202604-00001;2026-04-13;2026-04;C36774;10;app;Android;Mercado;128.15;PE;Nao;nps_ecommerce_2026-04.csv
202604-00022;2026-04-13;2026-04;C17785;7;site;Android;Livros;71.59;DF;Nao;nps_ecommerce_2026-04.csv
202604-00023;2026-04-13;2026-04;C22699;9;site;Android;Livros;64.78;SP;Nao;nps_ecommerce_2026-04.csv
202604-00031;2026-04-13;2026-04;C13012;9;app;Desktop;Livros;176.05;DF;Nao;nps_ecommerce_2026-04.csv
202604-00034;2026-04-13;2026-04;C36090;5;marketplace;Android;Esporte;109.85;BA;Nao;nps_ecommerce_2026-04.csv
202604-00043;2026-04-13;2026-04;C22947;10;app;iOS;Moda;42.97;CE;Sim;nps_ecommerce_2026-04.csv
202604-00167;2026-04-13;2026-04;C26537;8;site;iOS;Esporte;228.78;DF;Nao;nps_ecommerce_2026-04.csv
202604-00197;2026-04-13;2026-04;C39176;8;site;Desktop;Esporte;94.9;RS;Nao;nps_ecommerce_2026-04.csv
202604-00198;2026-04-13;2026-04;C31526;9;app;Android;Esporte;98.81;BA;Sim;nps_ecommerce_2026-04.csv
202604-00238;2026-04-13;2026-04;C33737;9;site;Desktop;Mercado;39.2;BA;Sim;nps_ecommerce_2026-04.csv
202604-00243;2026-04-13;2026-04;C30529;6;site;iOS;Esporte;143.58;BA;Nao;nps_ecommerce_2026-04.csv
202604-00296;2026-04-13;2026-04;C32232;6;marketplace;Android;Eletrônicos;421.04;CE;Sim;nps_ecommerce_2026-04.csv
202604-00311;2026-04-13;2026-04;C28829;10;app;Nao informado;Livros;376.5;BA;Nao;nps_ecommerce_2026-04.csv
202604-00352;2026-04-13;2026-04;C39276;8;marketplace;Android;Casa E Decoração;190.88;RJ;Nao;nps_ecommerce_2026-04.csv
202604-00411;2026-04-13;2026-04;C32774;8;app;iOS;Moda;185.09;PE;Sim;nps_ecommerce_2026-04.csv
202604-00414;2026-04-13;2026-04;C25877;7;app;iOS;Beleza;109.57;SP;Sim;nps_ecommerce_2026-04.csv
202604-00446;2026-04-13;2026-04;C37518;7;site;iOS;Eletrônicos;388.79;RJ;Sim;nps_ecommerce_2026-04.csv
202604-00486;2026-04-13;2026-04;C22240;7;app;Desktop;Mercado;211.33;RJ;Nao;nps_ecommerce_2026-04.csv
202604-00490;2026-04-13;2026-04;C13032;7;site;iOS;Mercado;196.45;SP;Nao;nps_ecommerce_2026-04.csv
202604-00565;2026-04-13;2026-04;C13235;9;site;Android;Casa E Decoração;250.8;RS;Nao;nps_ecommerce_2026-04.csv
202604-00567;2026-04-13;2026-04;C13770;5;site;iOS;Esporte;77.09;DF;Nao;nps_ecommerce_2026-04.csv
202604-00614;2026-04-13;2026-04;C31458;8;app;iOS;Moda;117.71;MG;Nao;nps_ecommerce_2026-04.csv
202604-00622;2026-04-13;2026-04;C30909;8;app;Android;Eletrônicos;79.16;SP;Sim;nps_ecommerce_2026-04.csv
202604-00639;2026-04-13;2026-04;C12087;9;marketplace;iOS;Eletrônicos;231.12;PR;Nao;nps_ecommerce_2026-04.csv
202604-00643;2026-04-13;2026-04;C15145;10;app;iOS;Beleza;164.53;PE;Nao;nps_ecommerce_2026-04.csv
202604-00648;2026-04-13;2026-04;C30087;7;app;Desktop;Beleza;176.66;RS;Sim;nps_ecommerce_2026-04.csv
202604-00664;2026-04-13;2026-04;C24020;5;site;iOS;Casa E Decoração;105.42;DF;Nao;nps_ecommerce_2026-04.csv
202604-00672;2026-04-13;2026-04;C16697;7;app;iOS;Livros;52.84;MG;Nao;nps_ecommerce_2026-04.csv
202604-00681;2026-04-13;2026-04;C22377;8;marketplace;Android;Esporte;211.1;BA;Nao;nps_ecommerce_2026-04.csv
202604-00686;2026-04-13;2026-04;C34320;9;app;Android;Livros;168.04;PE;Sim;nps_ecommerce_2026-04.csv
202604-00692;2026-04-13;2026-04;C33136;6;site;Desktop;Esporte;76.98;PE;Sim;nps_ecommerce_2026-04.csv
202604-00720;2026-04-13;2026-04;C28904;10;app;iOS;Esporte;308.05;BA;Sim;nps_ecommerce_2026-04.csv
202604-00733;2026-04-13;2026-04;C23995;10;site;iOS;Eletrônicos;121.83;MG;Sim;nps_ecommerce_2026-04.csv
202604-00741;2026-04-13;2026-04;C28220;9;app;Android;Esporte;168.06;SP;Nao;nps_ecommerce_2026-04.csv
202604-00756;2026-04-13;2026-04;C13440;8;app;iOS;Esporte;72.05;PR;Nao;nps_ecommerce_2026-04.csv
202604-00774;2026-04-13;2026-04;C21617;7;marketplace;Nao informado;Beleza;67.82;MG;Nao;nps_ecommerce_2026-04.csv
202604-00013;2026-04-14;2026-04;C29955;6;site;Android;Casa E Decoração;47.85;PE;Nao;nps_ecommerce_2026-04.csv
202604-00135;2026-04-14;2026-04;C22935;7;app;Android;Livros;55.49;DF;Nao;nps_ecommerce_2026-04.csv
202604-00158;2026-04-14;2026-04;C31001;9;site;iOS;Livros;118.52;BA;Sim;nps_ecommerce_2026-04.csv
202604-00203;2026-04-14;2026-04;C19940;10;site;Desktop;Livros;119.58;PE;Nao;nps_ecommerce_2026-04.csv
202604-00221;2026-04-14;2026-04;C20094;8;site;Android;Beleza;171.13;SP;Nao;nps_ecommerce_2026-04.csv
202604-00346;2026-04-14;2026-04;C11449;3;marketplace;Android;Mercado;293.93;SP;Sim;nps_ecommerce_2026-04.csv
202604-00384;2026-04-14;2026-04;C15877;10;app;Android;Moda;289.24;RS;Sim;nps_ecommerce_2026-04.csv
202604-00494;2026-04-14;2026-04;C12956;7;app;Desktop;Esporte;47.88;SP;Sim;nps_ecommerce_2026-04.csv
202604-00517;2026-04-14;2026-04;C37298;8;site;Android;Casa E Decoração;69.01;PE;Nao;nps_ecommerce_2026-04.csv
202604-00530;2026-04-14;2026-04;C35795;6;site;Desktop;Beleza;56.25;DF;Nao;nps_ecommerce_2026-04.csv
202604-00562;2026-04-14;2026-04;C10788;9;app;iOS;Casa E Decoração;117.44;MG;Sim;nps_ecommerce_2026-04.csv
202604-00568;2026-04-14;2026-04;C30759;8;app;Desktop;Casa E Decoração;44.05;SP;Sim;nps_ecommerce_2026-04.csv
202604-00575;2026-04-14;2026-04;C16909;9;site;Desktop;Casa E Decoração;54.39;RS;Nao;nps_ecommerce_2026-04.csv
202604-00663;2026-04-14;2026-04;C26793;10;site;iOS;Esporte;78.42;SP;Sim;nps_ecommerce_2026-04.csv
202604-00762;2026-04-14;2026-04;C27058;5;site;Desktop;Mercado;58.59;RS;Sim;nps_ecommerce_2026-04.csv
202604-00765;2026-04-14;2026-04;C32185;7;site;Android;Beleza;137.96;SP;Nao;nps_ecommerce_2026-04.csv
202604-00779;2026-04-14;2026-04;C34376;9;app;iOS;Livros;157.29;PE;Sim;nps_ecommerce_2026-04.csv
202604-00002;2026-04-15;2026-04;C20356;9;app;Android;Livros;63.79;CE;Sim;nps_ecommerce_2026-04.csv
202604-00010;2026-04-15;2026-04;C31576;8;site;Android;Beleza;97.87;CE;Sim;nps_ecommerce_2026-04.csv
202604-00014;2026-04-15;2026-04;C36371;3;marketplace;Android;Livros;173.4;RS;Nao;nps_ecommerce_2026-04.csv
202604-00033;2026-04-15;2026-04;C17875;9;app;Android;Esporte;30.48;BA;Sim;nps_ecommerce_2026-04.csv
202604-00060;2026-04-15;2026-04;C15217;6;site;Desktop;Livros;436.25;MG;Sim;nps_ecommerce_2026-04.csv
202604-00074;2026-04-15;2026-04;C29547;6;app;iOS;Beleza;347.56;BA;Sim;nps_ecommerce_2026-04.csv
202604-00124;2026-04-15;2026-04;C23565;9;site;Desktop;Moda;237.15;DF;Sim;nps_ecommerce_2026-04.csv
202604-00162;2026-04-15;2026-04;C36247;5;marketplace;Android;Livros;126.87;RJ;Nao;nps_ecommerce_2026-04.csv
202604-00170;2026-04-15;2026-04;C23011;8;app;Nao informado;Eletrônicos;73.0;CE;Nao;nps_ecommerce_2026-04.csv
202604-00180;2026-04-15;2026-04;C34669;8;app;Android;Moda;271.49;PE;Nao;nps_ecommerce_2026-04.csv
202604-00211;2026-04-15;2026-04;C37099;8;site;Desktop;Moda;119.47;CE;Nao;nps_ecommerce_2026-04.csv
202604-00216;2026-04-15;2026-04;C10816;10;app;Android;Livros;87.14;BA;Sim;nps_ecommerce_2026-04.csv
202604-00224;2026-04-15;2026-04;C23439;10;app;Android;Eletrônicos;459.4;CE;Sim;nps_ecommerce_2026-04.csv
202604-00249;2026-04-15;2026-04;C22700;8;app;Android;Eletrônicos;236.75;SP;Nao;nps_ecommerce_2026-04.csv
202604-00261;2026-04-15;2026-04;C25974;5;site;Android;Casa E Decoração;114.64;BA;Nao;nps_ecommerce_2026-04.csv
202604-00267;2026-04-15;2026-04;C20661;8;app;Desktop;Moda;194.4;SP;Nao;nps_ecommerce_2026-04.csv
202604-00270;2026-04-15;2026-04;C27408;10;site;Android;Beleza;123.34;MG;Sim;nps_ecommerce_2026-04.csv
202604-00320;2026-04-15;2026-04;C32219;10;app;Android;Livros;98.81;DF;Sim;nps_ecommerce_2026-04.csv
202604-00340;2026-04-15;2026-04;C15834;10;app;iOS;Livros;130.14;SP;Sim;nps_ecommerce_2026-04.csv
202604-00342;2026-04-15;2026-04;C23704;9;app;iOS;Casa E Decoração;95.56;CE;Sim;nps_ecommerce_2026-04.csv
202604-00439;2026-04-15;2026-04;C14841;8;site;Android;Mercado;359.36;BA;Nao;nps_ecommerce_2026-04.csv
202604-00456;2026-04-15;2026-04;C30688;10;app;Desktop;Livros;115.22;MG;Nao;nps_ecommerce_2026-04.csv
202604-00487;2026-04-15;2026-04;C37220;4;app;Android;Livros;226.97;RJ;Nao;nps_ecommerce_2026-04.csv
202604-00542;2026-04-15;2026-04;C21107;9;app;Desktop;Esporte;84.08;SP;Sim;nps_ecommerce_2026-04.csv
202604-00600;2026-04-15;2026-04;C26948;9;app;iOS;Eletrônicos;169.09;SP;Sim;nps_ecommerce_2026-04.csv
202604-00623;2026-04-15;2026-04;C38284;6;app;iOS;Beleza;68.18;PR;Nao;nps_ecommerce_2026-04.csv
202604-00646;2026-04-15;2026-04;C12096;5;app;Android;Moda;32.59;MG;Nao;nps_ecommerce_2026-04.csv
202604-00647;2026-04-15;2026-04;C25161;10;marketplace;Android;Casa E Decoração;159.61;CE;Nao;nps_ecommerce_2026-04.csv
202604-00660;2026-04-15;2026-04;C11717;9;app;iOS;Beleza;416.15;RS;Sim;nps_ecommerce_2026-04.csv
202604-00676;2026-04-15;2026-04;C30636;9;site;Nao informado;Mercado;54.8;MG;Nao;nps_ecommerce_2026-04.csv
202604-00680;2026-04-15;2026-04;C30827;9;app;Desktop;Beleza;336.66;SP;Sim;nps_ecommerce_2026-04.csv
202604-00698;2026-04-15;2026-04;C28582;7;app;iOS;Eletrônicos;221.0;RJ;Sim;nps_ecommerce_2026-04.csv
202604-00051;2026-04-16;2026-04;C24766;7;marketplace;Android;Livros;182.27;BA;Sim;nps_ecommerce_2026-04.csv
202604-00066;2026-04-16;2026-04;C35973;9;app;Android;Esporte;75.61;BA;Sim;nps_ecommerce_2026-04.csv
202604-00076;2026-04-16;2026-04;C39543;10;site;iOS;Mercado;179.35;MG;Sim;nps_ecommerce_2026-04.csv
202604-00080;2026-04-16;2026-04;C35095;10;app;Desktop;Casa E Decoração;173.38;RS;Nao;nps_ecommerce_2026-04.csv
202604-00085;2026-04-16;2026-04;C18315;8;app;Android;Mercado;100.11;DF;Nao;nps_ecommerce_2026-04.csv
202604-00102;2026-04-16;2026-04;C20284;8;app;Desktop;Casa E Decoração;67.0;MG;Sim;nps_ecommerce_2026-04.csv
202604-00103;2026-04-16;2026-04;C34153;6;marketplace;Android;Mercado;183.46;PR;Nao;nps_ecommerce_2026-04.csv
202604-00117;2026-04-16;2026-04;C37491;7;app;Android;Casa E Decoração;138.27;RS;Nao;nps_ecommerce_2026-04.csv
202604-00120;2026-04-16;2026-04;C35386;10;app;Desktop;Beleza;183.97;DF;Nao;nps_ecommerce_2026-04.csv
202604-00183;2026-04-16;2026-04;C22953;10;app;iOS;Esporte;258.79;PR;Sim;nps_ecommerce_2026-04.csv
202604-00207;2026-04-16;2026-04;C25527;8;app;iOS;Eletrônicos;63.71;PE;Nao;nps_ecommerce_2026-04.csv
202604-00245;2026-04-16;2026-04;C38739;9;app;Android;Casa E Decoração;244.87;RJ;Sim;nps_ecommerce_2026-04.csv
202604-00255;2026-04-16;2026-04;C39599;9;app;iOS;Eletrônicos;178.76;SP;Sim;nps_ecommerce_2026-04.csv
202604-00285;2026-04-16;2026-04;C28807;8;app;Android;Mercado;123.12;DF;Nao;nps_ecommerce_2026-04.csv
202604-00295;2026-04-16;2026-04;C18605;10;app;Desktop;Eletrônicos;163.86;PE;Nao;nps_ecommerce_2026-04.csv
202604-00328;2026-04-16;2026-04;C12645;4;site;Nao informado;Moda;83.11;SP;Sim;nps_ecommerce_2026-04.csv
202604-00347;2026-04-16;2026-04;C36532;7;app;Desktop;Beleza;76.89;PE;Nao;nps_ecommerce_2026-04.csv
202604-00380;2026-04-16;2026-04;C38427;10;app;iOS;Esporte;51.04;RS;Nao;nps_ecommerce_2026-04.csv
202604-00385;2026-04-16;2026-04;C12186;9;app;Android;Beleza;86.13;RS;Nao;nps_ecommerce_2026-04.csv
202604-00415;2026-04-16;2026-04;C17563;7;app;iOS;Eletrônicos;335.87;CE;Sim;nps_ecommerce_2026-04.csv
202604-00421;2026-04-16;2026-04;C24112;8;marketplace;Android;Beleza;64.62;MG;Sim;nps_ecommerce_2026-04.csv
202604-00474;2026-04-16;2026-04;C39760;10;app;Android;Livros;155.86;PR;Sim;nps_ecommerce_2026-04.csv
202604-00478;2026-04-16;2026-04;C38563;7;app;iOS;Casa E Decoração;146.37;MG;Nao;nps_ecommerce_2026-04.csv
202604-00496;2026-04-16;2026-04;C27277;7;site;Android;Casa E Decoração;349.96;MG;Nao;nps_ecommerce_2026-04.csv
202604-00514;2026-04-16;2026-04;C30404;8;marketplace;iOS;Livros;101.89;RJ;Nao;nps_ecommerce_2026-04.csv
202604-00522;2026-04-16;2026-04;C18448;8;app;Android;Mercado;144.77;PR;Sim;nps_ecommerce_2026-04.csv
